Customer_ID,Age,Gender,Marital_Status,Number_of_Children,Education_Level,Annual_Income,Number_of_Accounts,Total_Credit_Line
3360650,46,Male,Married,0,Bachelor's Degree,91936.0,2,45309.17287072882
8934523,71,Female,Married,1,High School,81536.0,3,75705.47103938993
9872435,22,Male,Married,1,Master's Degree,102752.0,3,113014.2882861082
9953233,27,Female,Single,0,Bachelor's Degree,84032.0,1,9370.269136646402
4940777,25,Male,Single,2,No Education,41600.0,3,51631.56430962267
3683239,56,Female,Married,1,Bachelor's Degree,96096.0,3,91409.62135108141
8944757,75,Female,Single,2,High School,83200.0,3,57206.35370900878
5856024,76,Male,Single,2,High School,83616.0,3,61590.08745432095
5941688,30,Male,Single,0,Ph.D.,126880.0,1,21918.142476381116
6506039,74,Male,Single,3,High School,82784.0,4,348596.29590777727
8970907,73,Male,Married,4,High School,82368.0,6,393113.1621181771
3694949,78,Female,Married,2,High School,84448.0,4,248677.42512300352
5122403,46,Female,Married,3,Bachelor's Degree,91936.0,5,486660.331202065
4569749,34,Male,Married,1,Bachelor's Degree,86944.0,3,87906.63460123538
5969117,44,Male,Married,2,Bachelor's Degree,91104.0,4,212168.47338783948
8616813,61,Male,Married,4,Bachelor's Degree,98176.0,6,812310.7295158076
2437085,76,Female,Married,2,High School,83616.0,4,167493.46995400026
6750723,64,Male,Single,3,High School,78624.0,4,102694.4721974832
4939628,54,Female,Married,0,Master's Degree,116064.0,2,50892.521092811825
4417685,46,Male,Married,0,High School,71136.0,2,42996.6457328035
4077527,32,Female,Married,0,High School,65312.0,2,42531.37257185379
9498809,61,Male,Married,2,Bachelor's Degree,98176.0,4,129808.91757690372
8890275,66,Male,Married,0,Master's Degree,121056.0,2,41928.454127589066
4671145,72,Female,Married,1,High School,81952.0,3,134856.50749284323
5054703,60,Female,Married,0,Bachelor's Degree,97760.0,2,39847.610198068636
8939194,77,Male,Married,3,High School,84032.0,5,277202.8516346074
8427732,23,Male,Married,0,High School,61568.0,2,27282.91316000317
4774772,38,Female,Married,0,Bachelor's Degree,88608.0,2,25678.370810383167
6828104,37,Male,Married,0,High School,67392.0,2,31758.74616679191
8144916,25,Female,Married,0,High School,62400.0,2,31986.310475023354
4859147,48,Female,Married,1,High School,71968.0,3,90906.86863049607
7708366,65,Female,Single,2,High School,79040.0,3,111602.33875493484
3641383,75,Male,Married,4,Master's Degree,124800.0,6,1929782.7029743115
2183595,62,Female,Married,2,High School,77792.0,4,302138.53411083866
4234762,51,Female,Single,1,High School,73216.0,2,40069.5575079705
1028800,70,Female,Single,1,High School,81120.0,2,38257.18749546347
6147620,34,Female,Married,1,Ph.D.,128544.0,3,108036.23511763797
1130357,45,Male,Married,4,Master's Degree,112320.0,6,830969.2615360064
3863425,57,Female,Married,0,High School,75712.0,2,39918.87083480104
4723364,61,Female,Married,1,High School,77376.0,3,65825.06767766482
6734173,63,Male,Married,4,High School,78208.0,6,618119.3359364206
5168981,61,Male,Married,1,Bachelor's Degree,98176.0,3,105126.58048245881
2343538,28,Male,Single,1,High School,63648.0,2,27694.67221115478
2238733,75,Female,Single,1,Master's Degree,124800.0,2,47281.63399821296
7760030,23,Female,Single,0,Bachelor's Degree,82368.0,1,9838.286687497839
5334960,72,Female,Married,2,No Education,61152.0,4,60555.461954591534
1994587,44,Female,Married,2,High School,70304.0,4,150274.4453563892
8586658,60,Male,Single,2,Bachelor's Degree,97760.0,3,113151.65486482743
6042210,80,Male,Married,2,Master's Degree,126880.0,4,203805.2908741374
8863219,43,Male,Single,1,High School,69888.0,2,44453.80460538792
7082897,47,Male,Married,3,Master's Degree,113152.0,5,604745.6892768275
7938453,37,Male,Married,3,Ph.D.,129792.0,5,378824.82267119986
2991382,66,Female,Married,2,High School,79456.0,4,121326.22752863367
8023060,49,Female,Single,4,Master's Degree,113984.0,5,576905.7637010852
8122124,61,Female,Married,2,Bachelor's Degree,98176.0,4,291759.9550106139
4661512,28,Female,Married,1,High School,63648.0,3,40284.36754403744
3428237,32,Male,Single,2,Bachelor's Degree,86112.0,3,137629.78693211798
5991846,42,Male,Single,4,High School,69472.0,5,225521.31339185336
5464925,62,Male,Married,3,Bachelor's Degree,98592.0,5,438833.6644775005
5715881,51,Female,Married,2,Bachelor's Degree,94016.0,4,208937.79479149787
9701279,55,Male,Single,2,High School,74880.0,3,114140.45822782283
5427383,42,Male,Married,4,High School,69472.0,6,414191.9178606487
9295893,52,Female,Single,2,High School,73632.0,3,95359.56875978797
7241507,50,Female,Married,4,High School,72800.0,6,447103.80976327707
6592618,37,Female,Married,3,Bachelor's Degree,88192.0,5,233274.82895011565
4681126,55,Female,Married,0,Master's Degree,116480.0,2,66281.01620560692
3211565,24,Female,Married,0,No Education,41184.0,2,17932.08228710886
1791065,71,Female,Married,1,High School,81536.0,3,161768.56086021764
5103560,50,Male,Married,2,No Education,52000.0,4,108411.77644370266
9270221,47,Female,Married,2,High School,71552.0,4,109617.38514627854
9890701,65,Female,Married,3,High School,79040.0,5,323749.7641360291
2767782,47,Male,Married,2,High School,71552.0,4,265867.87724302156
6871872,45,Male,Married,1,High School,70720.0,3,67440.9084436931
7499067,67,Female,Single,0,High School,79872.0,1,9608.256265622695
9419713,60,Female,Married,2,High School,76960.0,4,162479.85044013607
9117835,21,Female,Single,0,High School,60736.0,1,9169.26766739015
6665991,54,Male,Married,2,High School,74464.0,4,265422.6934510736
9919392,30,Female,Married,0,Ph.D.,126880.0,2,61573.004548910016
9042923,69,Female,Married,2,Ph.D.,143104.0,4,270308.97774462216
4235727,28,Female,Married,1,High School,63648.0,3,35631.7299237565
7851644,31,Male,Married,2,High School,64896.0,4,107881.25104828256
1286664,20,Female,Married,2,Master's Degree,101920.0,4,139613.06996865277
3236145,71,Male,Single,1,Bachelor's Degree,102336.0,2,49914.04118807008
7258421,45,Male,Single,3,High School,70720.0,4,124337.72741392333
5346191,74,Female,Single,3,Bachelor's Degree,103584.0,4,245352.10888098337
5315336,48,Female,Married,2,No Education,51168.0,4,111416.87550483235
9355588,71,Female,Married,3,High School,81536.0,5,390565.0312397785
4191535,44,Male,Married,1,Bachelor's Degree,91104.0,3,146945.54775785934
3764274,30,Female,Single,1,High School,64480.0,2,28096.53651835208
5101782,72,Male,Single,2,High School,81952.0,3,73554.04548374226
5280811,23,Female,Single,0,Bachelor's Degree,82368.0,1,11808.305350281737
6520086,22,Male,Single,0,Bachelor's Degree,81952.0,1,15385.298187672237
4174010,78,Female,Single,3,High School,84448.0,4,216153.03173475736
1945312,67,Female,Married,1,Bachelor's Degree,100672.0,3,68961.08858842598
3362728,22,Male,Single,1,Bachelor's Degree,81952.0,2,42599.128965842276
5326706,75,Female,Single,0,Bachelor's Degree,104000.0,1,14413.577326854574
5450148,45,Female,Single,0,Bachelor's Degree,91520.0,1,11687.043862077811
2433363,39,Female,Single,0,Bachelor's Degree,89024.0,1,10761.739370676325
6977975,52,Female,Married,0,Master's Degree,115232.0,2,47240.77649080749
3028436,33,Male,Married,1,Bachelor's Degree,86528.0,3,96610.03229543148
3846303,43,Female,Married,2,High School,69888.0,4,111127.30227275538
1027501,47,Male,Married,2,High School,71552.0,4,198427.65826457087
1242087,25,Female,Single,0,Bachelor's Degree,83200.0,1,15402.613081898977
7517023,54,Female,Married,2,Bachelor's Degree,95264.0,4,361808.57362624723
5462477,65,Male,Single,2,Ph.D.,141440.0,3,113831.92740874046
6148179,28,Male,Single,2,High School,63648.0,3,65406.43445956282
8200411,76,Female,Single,1,Master's Degree,125216.0,2,55161.62092272754
7947221,23,Female,Single,3,High School,61568.0,4,104873.8388948405
9889583,79,Male,Single,2,High School,84864.0,3,97355.04708373349
3949561,34,Male,Married,0,Bachelor's Degree,86944.0,2,31296.73245795646
6913564,75,Male,Married,1,High School,83200.0,3,83106.35596665682
5648455,74,Female,Married,2,High School,82784.0,4,204232.97965621832
5146407,24,Female,Single,1,High School,61984.0,2,15292.442316861383
2763019,52,Male,Married,2,High School,73632.0,4,171223.60390728773
3980053,25,Female,Single,0,High School,62400.0,1,12127.620912401992
4538745,71,Female,Married,1,High School,81536.0,3,93407.7340848113
5910746,36,Female,Married,1,No Education,46176.0,3,53126.98151836974
8107576,66,Female,Married,3,Master's Degree,121056.0,5,463127.0334145271
9138890,42,Male,Married,2,High School,69472.0,4,238688.24669072835
9440267,71,Male,Married,2,Bachelor's Degree,102336.0,4,285306.3535691991
5426498,63,Male,Single,3,Bachelor's Degree,99008.0,4,231143.92362871388
5855100,31,Male,Single,1,Bachelor's Degree,85696.0,2,42099.30009508511
6356700,34,Female,Married,1,High School,66144.0,3,63778.55473778656
1520526,27,Female,Married,0,High School,63232.0,2,39898.39812200002
7600131,35,Female,Married,0,Ph.D.,128960.0,2,58989.09887701768
9883838,57,Female,Married,3,High School,75712.0,5,654553.8486910267
9480153,45,Female,Single,1,Bachelor's Degree,91520.0,2,26951.5574653998
5563220,36,Female,Married,1,High School,66976.0,3,54858.70812290234
3689605,25,Male,Single,2,High School,62400.0,3,53882.74296111562
7990233,60,Male,Married,2,Bachelor's Degree,97760.0,4,336065.8919540163
2114287,61,Female,Married,1,Master's Degree,118976.0,3,122577.020806438
5908198,55,Female,Married,2,High School,74880.0,4,124065.15796372617
5615556,38,Female,Married,0,High School,67808.0,2,28337.268666297052
5752473,75,Female,Single,2,High School,83200.0,3,137307.9644775613
9142913,60,Female,Married,2,Bachelor's Degree,97760.0,4,142178.08656693553
2423127,26,Female,Single,3,High School,62816.0,4,199211.83305048844
6493950,55,Male,Married,2,No Education,54080.0,4,102241.89627103106
3217021,24,Female,Married,1,Master's Degree,103584.0,3,79561.64680838177
5573970,56,Male,Married,2,Ph.D.,137696.0,4,316423.70301005966
3794941,68,Female,Married,2,High School,80288.0,4,187093.47735810475
9929299,32,Female,Married,0,High School,65312.0,2,20831.164454832964
5960964,80,Female,Single,3,High School,85280.0,4,186267.9032399551
4843109,51,Male,Single,2,High School,73216.0,3,106701.31035721807
6688066,78,Male,Single,3,High School,84448.0,4,171310.99178261924
4711712,22,Male,Single,1,Bachelor's Degree,81952.0,2,26714.346640369906
5264985,55,Male,Married,1,No Education,54080.0,3,44484.31558130926
1801735,56,Male,Married,3,High School,75296.0,5,216040.8366772803
5020297,37,Male,Married,1,Bachelor's Degree,88192.0,3,108204.01166804635
8002990,33,Female,Married,0,Bachelor's Degree,86528.0,2,51108.780170311366
1233588,44,Male,Married,0,Bachelor's Degree,91104.0,2,38285.71221414771
6317241,42,Female,Married,1,Bachelor's Degree,90272.0,3,135906.53950382303
5392481,41,Female,Married,1,High School,69056.0,3,85386.44850977164
2815066,34,Male,Married,0,No Education,45344.0,2,33306.9727752999
7543765,28,Male,Single,0,High School,63648.0,1,8236.765019635523
6769773,45,Female,Married,2,No Education,49920.0,4,124175.46462240802
3556493,36,Male,Married,1,Ph.D.,129376.0,3,194870.43322560418
1875548,53,Female,Married,1,High School,74048.0,3,49541.843162420104
7619962,24,Male,Single,1,High School,61984.0,2,19783.030273703152
4065009,32,Female,Married,0,High School,65312.0,2,29681.93446825403
5696636,31,Male,Married,0,Bachelor's Degree,85696.0,2,49679.02430596814
2118805,52,Male,Married,3,High School,73632.0,5,209401.73668244912
7450242,26,Male,Married,0,High School,62816.0,2,36600.25167650201
8096372,59,Male,Married,1,High School,76544.0,3,89425.33903061216
2629807,42,Male,Single,2,High School,69472.0,3,84751.40093701164
8564342,65,Male,Married,1,Bachelor's Degree,99840.0,3,127609.04245099431
5092844,56,Female,Married,3,High School,75296.0,5,345013.0591513336
4540974,65,Female,Married,4,High School,79040.0,6,880622.7824640739
5450819,79,Male,Single,1,Bachelor's Degree,105664.0,2,53747.366899947156
9198716,79,Male,Single,2,Bachelor's Degree,105664.0,3,95751.55839956469
6524581,79,Female,Single,2,High School,84864.0,3,57722.27647663529
4551501,67,Female,Single,0,High School,79872.0,1,11473.443098095348
8378836,66,Female,Single,2,Bachelor's Degree,100256.0,3,112335.58353781652
4402908,41,Male,Single,3,High School,69056.0,4,177173.261361602
2543081,41,Male,Single,1,No Education,48256.0,2,14159.556233637244
3497581,53,Male,Married,3,Bachelor's Degree,94848.0,5,292389.0008899577
5402920,54,Female,Single,2,Master's Degree,116064.0,3,100461.7344482686
8169071,62,Male,Married,2,Ph.D.,140192.0,4,294091.2323980589
9618274,70,Male,Single,0,Bachelor's Degree,101920.0,1,19167.76599789322
7423803,23,Male,Single,1,No Education,40768.0,2,20092.745720351384
5063430,63,Female,Married,3,No Education,57408.0,5,266797.6950177431
1313545,52,Male,Single,0,High School,73632.0,1,12786.187901080897
8397567,78,Female,Married,3,Bachelor's Degree,105248.0,5,368988.34218318935
9116396,75,Female,Married,2,Bachelor's Degree,104000.0,4,130499.20184572341
3546752,27,Female,Married,0,High School,63232.0,2,36760.81495472552
4666522,60,Female,Single,2,Master's Degree,118560.0,3,213062.09302501625
8022481,56,Male,Married,2,High School,75296.0,4,114406.44415578092
5381357,41,Male,Married,2,No Education,48256.0,4,181978.37338759986
7321696,52,Female,Single,3,No Education,52832.0,4,115455.48773696434
9747934,47,Male,Married,1,High School,71552.0,3,105443.9890124503
3329410,63,Female,Single,3,High School,78208.0,4,132070.84858088824
7735175,53,Female,Married,2,Bachelor's Degree,94848.0,4,275132.6890113151
5658531,26,Female,Single,0,No Education,42016.0,1,5142.204630996497
9446076,65,Female,Married,3,High School,79040.0,5,232102.0375297615
9004567,23,Male,Married,2,Bachelor's Degree,82368.0,4,133097.28997898728
6844029,49,Male,Single,3,Bachelor's Degree,93184.0,4,129498.16338317104
8579693,36,Female,Married,2,High School,66976.0,4,228593.78663544735
5616923,31,Male,Married,0,High School,64896.0,2,23994.454940058047
6101417,43,Male,Married,3,High School,69888.0,5,280503.4060405253
6288567,37,Female,Married,0,High School,67392.0,2,35811.473312866685
9253174,59,Male,Married,4,High School,76544.0,6,661802.4697170054
1179356,53,Female,Single,1,High School,74048.0,2,34702.47297685851
6323263,37,Female,Single,0,High School,67392.0,1,10911.871753856802
1284555,75,Female,Single,3,Master's Degree,124800.0,4,404621.775590827
7622306,28,Female,Single,2,High School,63648.0,3,41668.05543467072
4158707,61,Male,Single,1,Master's Degree,118976.0,2,59126.48283776983
7831798,74,Female,Single,0,High School,82784.0,1,14415.915053557483
6274955,53,Female,Single,1,High School,74048.0,2,31714.56165003864
2898768,57,Male,Married,2,High School,75712.0,4,127215.6743383848
9594142,55,Male,Married,3,High School,74880.0,5,221532.7843102097
6228080,71,Male,Single,3,Master's Degree,123136.0,4,301653.14209825336
8215727,59,Male,Married,4,High School,76544.0,6,651051.6685605216
6248892,33,Male,Married,2,High School,65728.0,4,142483.94082332068
7044735,36,Female,Married,1,Master's Degree,108576.0,3,70408.22716332921
5671001,29,Male,Single,0,High School,64064.0,1,8539.51267284933
8126409,54,Male,Single,1,High School,74464.0,2,45670.70124506562
3848018,43,Female,Married,1,High School,69888.0,3,38051.355430069816
5351507,60,Female,Single,2,High School,76960.0,3,78524.91178167015
1438444,70,Female,Married,3,Bachelor's Degree,101920.0,5,173616.55131743883
7373372,77,Female,Single,0,High School,84032.0,1,16721.274825740882
5117367,43,Female,Single,4,High School,69888.0,5,458151.4888167012
6921548,65,Male,Married,4,Bachelor's Degree,99840.0,6,961082.4620951321
7279741,59,Female,Married,1,High School,76544.0,3,71370.96226978788
4526882,20,Male,Single,3,High School,60320.0,4,102746.95581705227
3359238,34,Male,Married,0,High School,66144.0,2,32709.26611362357
5591123,42,Female,Married,1,High School,69472.0,3,77367.6957834553
9165512,49,Female,Married,2,High School,72384.0,4,89525.09476191615
4130939,67,Male,Single,2,High School,79872.0,3,103616.23694975549
4729352,21,Male,Married,1,High School,60736.0,3,75527.85057669706
3684282,42,Male,Married,2,High School,69472.0,4,247000.25835726946
1330006,44,Male,Married,1,Master's Degree,111904.0,3,157175.05385749522
6340212,25,Female,Single,0,Bachelor's Degree,83200.0,1,15616.651263617503
5075797,29,Male,Single,0,Bachelor's Degree,84864.0,1,9463.05882356083
4676793,36,Female,Married,1,High School,66976.0,3,53043.12547518532
1211990,78,Male,Married,1,Bachelor's Degree,105248.0,3,121570.62133215414
3690920,49,Male,Married,1,Bachelor's Degree,93184.0,3,126532.03283185336
9728100,29,Female,Single,1,Bachelor's Degree,84864.0,2,40439.6985053701
1364340,66,Male,Married,1,High School,79456.0,3,67289.04811584637
5996072,41,Male,Single,2,High School,69056.0,3,88892.64032088559
1325770,55,Female,Single,2,High School,74880.0,3,71400.87232091729
6044292,42,Male,Married,2,Bachelor's Degree,90272.0,4,276831.80209433293
7552365,27,Male,Single,0,High School,63232.0,1,12329.26531817727
6141873,25,Female,Single,1,Master's Degree,104000.0,2,76672.79820473219
5920672,34,Female,Married,1,Master's Degree,107744.0,3,112717.3612275927
6356128,30,Female,Single,0,High School,64480.0,1,12181.041984829913
4233807,33,Female,Married,0,Bachelor's Degree,86528.0,2,47635.84898646765
6541911,36,Male,Single,0,High School,66976.0,1,11181.374195262206
2938531,72,Female,Married,3,High School,81952.0,5,164968.85244560515
8413847,65,Female,Married,2,High School,79040.0,4,122022.8369060162
7407481,35,Male,Married,1,No Education,45760.0,3,55235.87190873804
2993775,50,Female,Single,1,Master's Degree,114400.0,2,56071.363093958025
2410471,61,Male,Married,0,High School,77376.0,2,30641.616820489035
1334779,80,Female,Married,2,High School,85280.0,4,287263.9296595913
4789646,38,Female,Married,0,No Education,47008.0,2,28839.342256398697
1950013,68,Female,Married,3,Bachelor's Degree,101088.0,5,438194.986453146
8502266,51,Male,Married,2,High School,73216.0,4,126338.14085553451
1350086,58,Female,Married,2,High School,76128.0,4,66463.7243368553
3310811,65,Male,Married,1,High School,79040.0,3,123570.9557614665
5938670,69,Male,Single,3,High School,80704.0,4,272879.74795845983
8464001,22,Female,Married,0,Master's Degree,102752.0,2,59721.123490421334
9061333,58,Male,Single,3,High School,76128.0,4,168158.6605174347
5186227,38,Male,Married,0,Bachelor's Degree,88608.0,2,44845.52673924316
8412668,49,Male,Single,3,Master's Degree,113984.0,4,134753.66834210674
5013018,53,Male,Married,2,High School,74048.0,4,173914.52562438665
3078504,42,Male,Married,3,Bachelor's Degree,90272.0,5,545696.0572805244
6571832,54,Male,Married,4,High School,74464.0,6,285505.80273570743
5151525,60,Female,Married,1,No Education,56160.0,3,56077.93399270141
9296943,66,Female,Married,3,Bachelor's Degree,100256.0,5,363379.1289712315
4276763,33,Female,Single,3,High School,65728.0,4,73688.41248269074
9742257,33,Male,Married,0,Bachelor's Degree,86528.0,2,53611.451536220025
7975527,23,Male,Single,2,Master's Degree,103168.0,3,140281.5365403788
9293806,53,Female,Single,2,Master's Degree,115648.0,3,67703.30771264821
2655716,41,Male,Single,3,High School,69056.0,4,154054.4538061356
3057950,57,Female,Married,4,High School,75712.0,6,708870.1938546965
3103043,21,Female,Single,1,Bachelor's Degree,81536.0,2,31286.518500256803
1777474,31,Male,Married,1,Bachelor's Degree,85696.0,3,99961.98785498846
2472364,73,Female,Single,0,High School,82368.0,1,12080.039381730756
3094748,74,Male,Single,1,Ph.D.,145184.0,2,110704.45806676503
7688637,38,Male,Single,2,High School,67808.0,3,111163.50779759344
9240080,71,Male,Married,3,Master's Degree,123136.0,5,1175819.7769205328
4935144,78,Male,Single,2,No Education,63648.0,3,80981.51665100746
1300911,29,Female,Single,0,High School,64064.0,1,12061.221115657896
7324160,57,Male,Single,0,Bachelor's Degree,96512.0,1,17316.726657756954
3194286,62,Female,Married,3,High School,77792.0,5,510328.9391770428
4354181,51,Male,Single,1,No Education,52416.0,2,20951.905797533625
2238499,78,Male,Single,1,Bachelor's Degree,105248.0,2,50397.01734334863
3358074,35,Male,Married,0,Bachelor's Degree,87360.0,2,50639.51135904738
5376440,77,Male,Single,1,Bachelor's Degree,104832.0,2,47382.23796757459
1740057,75,Male,Married,2,High School,83200.0,4,206757.81656962563
8287132,72,Female,Married,0,High School,81952.0,2,32997.901087038794
2205469,72,Female,Married,3,High School,81952.0,5,450903.8911731577
8744893,42,Female,Married,2,No Education,48672.0,4,115982.56091299985
8198349,37,Male,Single,0,No Education,46592.0,1,9152.847261263381
8736839,52,Male,Single,4,Master's Degree,115232.0,5,484298.2064956468
6591961,79,Female,Single,1,High School,84864.0,2,22670.462938873305
7289485,57,Female,Single,1,Bachelor's Degree,96512.0,2,53761.00387548883
1836669,32,Male,Married,0,Bachelor's Degree,86112.0,2,59332.76238931125
1347418,62,Male,Single,0,No Education,56992.0,1,8791.40888430148
4798681,77,Male,Single,2,Ph.D.,146432.0,3,159181.4539183163
9103615,47,Male,Married,2,High School,71552.0,4,148039.13110723963
9643240,75,Male,Single,2,No Education,62400.0,3,77651.53879841551
9440335,25,Female,Single,2,Master's Degree,104000.0,3,87864.20058604519
7000769,22,Female,Married,1,Bachelor's Degree,81952.0,3,86160.33169327711
1068228,63,Female,Married,1,Master's Degree,119808.0,3,97718.33977089246
3707288,34,Female,Married,0,High School,66144.0,2,25561.837215431773
7393724,28,Male,Single,1,High School,63648.0,2,28912.864859279856
3604682,38,Female,Married,2,High School,67808.0,4,249358.44795013405
7444231,45,Male,Married,2,Bachelor's Degree,91520.0,4,242313.7032785897
4716514,80,Female,Single,2,Bachelor's Degree,106080.0,3,117115.0298292634
3334574,67,Female,Married,0,Master's Degree,121472.0,2,35976.796237953946
8677624,33,Female,Married,0,Bachelor's Degree,86528.0,2,49849.84557096012
3332287,36,Female,Married,1,Bachelor's Degree,87776.0,3,100821.89330484171
9451106,59,Male,Married,4,High School,76544.0,6,1217589.8733101184
4273703,26,Male,Single,1,Master's Degree,104416.0,2,49118.17058167791
1195610,26,Male,Single,0,No Education,42016.0,1,8105.748507552426
4258738,74,Male,Married,2,High School,82784.0,4,102225.92870060114
2274339,70,Male,Single,1,Bachelor's Degree,101920.0,2,39995.2312030885
4325733,76,Female,Single,0,Master's Degree,125216.0,1,19976.858972970967
4524320,56,Female,Married,2,High School,75296.0,4,232484.41026932327
9691710,41,Female,Married,1,High School,69056.0,3,82218.93240730964
3267782,66,Male,Single,3,High School,79456.0,4,196263.98048434762
4456296,80,Male,Single,1,High School,85280.0,2,55680.683542094805
5745272,27,Male,Single,1,Master's Degree,104832.0,2,39852.6570283559
5611662,78,Male,Single,1,Master's Degree,126048.0,2,86501.6019597442
5717369,49,Female,Married,0,High School,72384.0,2,29032.020554592156
6202749,58,Female,Married,1,High School,76128.0,3,63529.201852846
8261974,39,Female,Single,1,High School,68224.0,2,27542.90245333635
7233375,42,Male,Married,0,High School,69472.0,2,26266.86557191111
2310921,49,Male,Married,0,Master's Degree,113984.0,2,73618.15847527709
7830937,28,Female,Married,1,High School,63648.0,3,62091.81328547705
4953216,42,Female,Married,4,High School,69472.0,6,491670.78701073583
6482200,32,Male,Married,1,Bachelor's Degree,86112.0,3,66377.87515369224
2677736,61,Male,Single,0,Bachelor's Degree,98176.0,1,17247.470749747397
4623686,66,Female,Married,2,Bachelor's Degree,100256.0,4,274370.4482370772
1103535,48,Male,Married,2,No Education,51168.0,4,84611.55561718147
5586308,40,Male,Single,1,Bachelor's Degree,89440.0,2,40869.25223884013
3005279,23,Male,Single,1,High School,61568.0,2,39885.43837582589
7533837,73,Female,Married,2,High School,82368.0,4,149833.1380384782
2673850,68,Female,Married,1,Bachelor's Degree,101088.0,3,110091.87166327353
8301642,28,Male,Single,0,Master's Degree,105248.0,1,19753.67076144201
3425552,63,Female,Married,3,High School,78208.0,5,363418.15374484094
9843706,73,Female,Married,1,Bachelor's Degree,103168.0,3,149979.9259708424
6836873,78,Male,Married,3,High School,84448.0,5,662640.8426893072
2795462,59,Female,Single,3,High School,76544.0,4,128380.29395204633
1963921,68,Male,Single,3,High School,80288.0,4,135744.31215781928
1520533,40,Male,Married,3,No Education,47840.0,5,123765.17962678784
8871414,76,Male,Single,0,High School,83616.0,1,14594.56297834355
9825973,54,Male,Married,2,High School,74464.0,4,131193.94668041597
1944549,43,Male,Married,3,High School,69888.0,5,127004.07797523521
1646055,46,Male,Married,1,Bachelor's Degree,91936.0,3,79558.67525305388
8885616,40,Male,Married,0,Master's Degree,110240.0,2,58971.68632621476
7196807,78,Female,Single,1,Ph.D.,146848.0,2,97341.13151146243
2893963,25,Female,Single,2,High School,62400.0,3,94037.23006351289
2041518,71,Female,Married,3,High School,81536.0,5,497457.5830833763
5359284,69,Female,Single,3,Bachelor's Degree,101504.0,4,255431.27381875325
8987026,26,Female,Single,1,High School,62816.0,2,37033.50924608017
1009731,73,Female,Married,1,Master's Degree,123968.0,3,100689.33362078157
1578222,79,Female,Married,0,High School,84864.0,2,54971.517165653684
6439706,77,Female,Married,3,Bachelor's Degree,104832.0,5,395163.4409445845
2936835,48,Male,Single,2,No Education,51168.0,3,24713.625968487475
5366474,58,Female,Single,1,Bachelor's Degree,96928.0,2,39569.98651265736
2235851,33,Male,Married,3,High School,65728.0,5,286032.66364932957
6717113,53,Male,Single,3,High School,74048.0,4,98179.19344709456
6783730,69,Female,Single,0,High School,80704.0,1,11349.124633203595
6226208,32,Female,Married,2,Bachelor's Degree,86112.0,4,102691.06255922621
3764670,56,Female,Married,1,High School,75296.0,3,87270.7658590995
5475917,25,Male,Single,1,Bachelor's Degree,83200.0,2,26070.213493840918
6803251,44,Female,Married,2,No Education,49504.0,4,103585.78679347946
1440503,57,Female,Married,4,High School,75712.0,6,665403.0452632001
5605815,43,Male,Married,1,Ph.D.,132288.0,3,165289.08941078436
4956676,66,Female,Single,2,High School,79456.0,3,39798.068551509656
7504869,47,Male,Married,1,Bachelor's Degree,92352.0,3,129518.61924634979
7377353,45,Female,Single,1,High School,70720.0,2,46560.43025385488
8127673,80,Male,Single,3,High School,85280.0,4,175230.74137297118
1731130,47,Female,Married,1,Bachelor's Degree,92352.0,3,62325.90089061257
1608950,46,Male,Married,4,High School,71136.0,6,453414.2098982914
8530513,36,Female,Single,1,High School,66976.0,2,31189.74178319402
9400452,48,Male,Single,3,High School,71968.0,4,200848.43187153287
5615114,30,Male,Married,2,High School,64480.0,4,101053.36641045002
8540831,44,Male,Married,2,High School,70304.0,4,133146.5663891009
3015516,40,Female,Married,0,High School,68640.0,2,37569.82475315627
8607121,28,Male,Single,2,Bachelor's Degree,84448.0,3,72513.06877249159
1947435,55,Female,Married,2,High School,74880.0,4,194606.39138645
1324928,66,Male,Married,1,High School,79456.0,3,63318.44608260516
7572508,66,Female,Married,2,No Education,58656.0,4,192324.9600019341
5068109,55,Female,Married,3,High School,74880.0,5,308202.53695729404
8170192,22,Female,Single,1,High School,61152.0,2,25735.45420377316
8074586,56,Female,Single,0,High School,75296.0,1,12693.738772874673
1053175,80,Male,Married,4,Ph.D.,147680.0,6,1133501.860346574
9803826,68,Male,Married,3,High School,80288.0,5,317122.9102704723
4821572,72,Female,Married,4,High School,81952.0,6,786517.5125801838
4600921,23,Female,Single,1,Bachelor's Degree,82368.0,2,54859.848544993656
5327182,74,Male,Married,4,No Education,61984.0,6,182729.37704203106
5351137,65,Male,Married,3,High School,79040.0,5,234189.4170021207
3415892,76,Male,Single,1,High School,83616.0,2,48179.115963158736
8441599,44,Female,Single,1,High School,70304.0,2,41466.27119154586
5453313,55,Female,Married,2,Bachelor's Degree,95680.0,4,225298.90408867423
3542825,75,Female,Married,1,Bachelor's Degree,104000.0,3,106239.06099286738
5182239,60,Male,Married,1,Bachelor's Degree,97760.0,3,92071.71030098762
5904201,46,Male,Single,2,High School,71136.0,3,92161.07430767553
8244270,33,Female,Married,1,High School,65728.0,3,55317.357497369536
4280785,57,Male,Married,1,Bachelor's Degree,96512.0,3,70599.97411390078
4908857,79,Female,Married,2,High School,84864.0,4,315251.53425657714
3930122,68,Male,Single,1,High School,80288.0,2,40333.21244083667
9952036,79,Female,Married,0,High School,84864.0,2,35251.34748155542
